1026875-49.2021.8.26.0100
0001435-91.2008.4.03.6116
0001125-08.2010.4.03.6119
5000496-28.2023.4.03.6301
0034830-25.2008.4.03.6100
0004185-09.2007.4.03.6114
0004063-21.2010.4.03.6104
5078390-80.2023.4.03.6301
5008154-44.2022.4.03.6332
5006427-23.2021.4.03.6126
0008113-31.2008.4.03.6114
5000511-83.2023.4.03.6143
5007540-32.2017.4.03.6100
5001874-29.2022.4.03.6309
5002280-04.2023.4.03.6119
5005302-40.2017.4.03.6100
5001165-57.2024.4.03.6330
5005810-67.2023.4.03.6102
5007703-48.2023.4.03.6311
5007327-20.2023.4.03.6325
5007497-67.2019.4.03.6119
5000915-45.2018.4.03.6100
5001763-30.2023.4.03.6141
5003449-24.2018.4.03.6144
5001365-63.2021.4.03.6332
5037629-07.2023.4.03.6301
5003240-16.2022.4.03.6144
5004091-32.2023.4.03.6108
5000735-70.2022.4.03.6138
5001724-13.2021.4.03.6332
0063642-05.2024.8.19.0000
5002712-28.2024.4.03.6106
5019065-69.2021.4.03.6100
5001887-14.2021.4.03.6325
0001917-74.2025.8.26.0100
1125493-29.2021.8.26.0100
1017496-65.2013.8.26.0100
0006787-07.2021.8.26.0100
1086504-22.2019.8.26.0100
1015069-51.2020.8.26.0100
2020283392025826000050000
2229883-37.2024.8.26.0000
1023067-31.2023.8.26.0564
0018030-23.2012.8.26.0565
1001736-58.2021.8.26.0565
0005334-16.2015.8.26.0543
0000818-02.2024.8.26.0554
1019696-26.2022.8.26.0554
0018110-83.2013.8.26.0554
1014722-96.2019.8.26.0344
1002272-39.2025.8.26.0271
1007530-98.2023.8.26.0271
0017052-66.2018.8.26.0361
1004907-34.2013.8.26.0361
1013985-47.2016.8.26.0361
1000372-07.2021.8.26.0418
0000344-61.2022.8.26.0405
0001855-78.2018.8.26.0003
0006405-09.2024.8.26.0003
0005685-11.2025.8.26.0002
1004695-10.2024.8.26.0011
1008353-10.2018.8.26.0704
1012839-14.2022.8.26.0020
1013698-38.2014.8.26.0011
0001493-36.2019.8.26.0005
1016352-11.2017.8.26.0005
1015608-79.2018.8.26.0005
1003388-05.2025.8.26.0005
0015145-23.2019.8.26.0005
1006190-09.2021.8.26.0007
1012670-11.2018.8.26.0006
1027223-57.2021.8.26.0071
1020587-43.2017.8.26.0224
1006181-70.2024.8.26.0224
1012193-76.2016.8.26.0161
1001529-71.2020.8.26.0152
0004399-37.2010.4.03.6100
0004044-20.2007.4.03.6104
0001751-42.2010.4.03.6114
5009929-54.2022.4.03.6119
0024651-32.2008.4.03.6100
0010112-95.2007.4.03.6100
0048556-59.2019.4.03.6301
5000722-58.2023.4.03.6131
5000117-51.2023.4.03.6119
5012517-96.2019.4.03.6100
5000443-16.2024.4.03.6106
5035772-57.2022.4.03.6301
5024084-64.2023.4.03.6301
5016492-24.2022.4.03.6100
5019900-57.2021.4.03.6100
5018926-88.2019.4.03.6100
5027962-52.2022.4.03.6100
5002237-87.2020.4.03.6114
5002188-37.2021.4.03.6332
5001659-18.2021.4.03.6332
5023593-15.2022.4.03.6100
5002219-84.2022.4.03.6344
5020776-91.2020.4.03.6182
5002161-02.2022.4.03.6144
5026415-16.2018.4.03.6100
5001806-93.2024.4.03.6120
5004104-19.2024.4.03.6327
5002655-45.2023.4.03.6332
5000186-82.2019.4.03.6100
5013222-31.2018.4.03.6100
0027652-16.2025.8.19.0000
0873669-11.2024.8.19.0001
0000623-66.2025.8.16.0196
0005333-66.2024.8.16.0196
0020480-35.2018.8.26.0562
0008742-40.2019.8.26.0554
1024984-96.2015.8.26.0554
1001933-95.2016.8.26.0562
0011534-83.2011.8.26.0606
0031679-92.2012.8.26.0003
0012039-49.2025.8.26.0100
0057970-95.2013.8.26.0100
1008456-49.2019.8.26.0100
0019772-57.2011.8.26.0100
1072115-56.2024.8.26.0100
1079069-89.2022.8.26.0100
1084378-33.2018.8.26.0100
1070253-60.2018.8.26.0100
1048147-46.2014.8.26.0100
0197247-97.2011.8.26.0100
1055337-45.2023.8.26.0100
0034659-94.2021.8.26.0100
1048355-20.2020.8.26.0100
1128484-80.2018.8.26.0100
1010524-88.2024.8.26.0037
1013665-95.2019.8.26.0068
0001655-32.2024.8.26.0045
4005336-70.2013.8.26.0224
1006108-45.2017.8.26.0224
0009164-19.2019.8.26.0003
1052616-26.2023.8.26.0002
0008636-75.2025.8.26.0002
0016123-33.2024.8.26.0002
0023764-61.2013.8.26.0001
0027582-32.2024.8.26.0002
1013399-73.2023.8.26.0002
0022480-20.2010.8.26.0002
1004432-31.2017.8.26.0008
1013689-12.2019.8.26.0008
1005135-15.2024.8.26.0008
1013879772016826000801
1003661-31.2019.8.26.0704
1002854-14.2023.8.26.0011
0708212-89.2012.8.26.0020
1005825-94.2017.8.26.0006
1006038-95.2020.8.26.0006
1018282-17.2024.8.26.0006
0014224-88.2024.8.26.0005
0013598-06.2023.8.26.0005
1014242-34.2020.8.26.0005
0002548-03.2025.8.26.0008
1015798382015826000801
1010519-79.2015.8.26.0361
1018269-30.2018.8.26.0361
1008818-60.2023.8.26.0278
1002904-88.2023.8.26.0286
1114786-36.2020.8.26.0100
1001344-28.2017.5.02.0614
0130800-89.2007.5.01.0076
0012339-68.2017.5.15.0093
0015717-22.2007.4.03.6100
0001677-85.2010.4.03.6114
0080695-84.2007.4.03.6301
5002346-80.2024.4.03.6108
5000639-26.2023.4.03.6104
5001385-94.2024.4.03.6123
5003361-19.2023.4.03.6141
5008620-79.2018.4.03.6105
1010050-08.2023.8.26.0020
2808591
2316178-14.2023.8.26.0000
0014035-52.1995.4.03.6100
0004699-50.2007.4.03.6311
0800627-47.2024.8.12.0057
2884400
1092333-76.2022.8.26.0100
1040805-95.2025.8.26.0100
1026195-35.2019.8.26.0100
1026155-53.2019.8.26.0100
0244698-26.2008.8.26.0100
1079148-49.2014.8.26.0100
1008507-26.2020.8.26.0100
0139168-28.2011.8.26.0100
1089694-22.2021.8.26.0100
1034259-39.2016.8.26.0100
1075147-06.2023.8.26.0100
2020340-57.2025.8.26.0000
2100717-15.2025.8.26.0000
1003711632023826001050000
0002658-03.2022.8.26.0462
0001135-60.2025.8.26.0361
0006900-45.2023.8.26.0405
1059872-54.2022.8.26.0002
0014570-21.2019.8.26.0003
0033043-02.2012.8.26.0003
0000078-82.2023.8.26.0003
1004058-55.2025.8.26.0001
1008010-39.2025.8.26.0002
0073381-36.2003.8.26.0002
0002597-44.2025.8.26.0008
1002866-93.2017.8.26.0704
0007660-10.2008.8.26.0020
1006925-76.2016.8.26.0020
0116519-68.2008.8.26.0005
0002001-71.2022.8.26.0006
1026289-76.2019.8.26.0554
0000489-28.2024.8.26.0606
1003356-85.2021.8.26.0604
1022228-09.2019.8.26.0576
0006123-29.2023.8.26.0577
0034235-66.2012.8.26.0068
0002502-79.2014.5.02.0020
1000754-37.2024.5.02.0604
0003424-79.2020.4.03.6321
5003290-63.2022.4.03.6331
5004339-39.2022.4.03.6332
0022079-22.2021.4.03.6303
5015057-83.2020.4.03.6100
0000521-37.2021.4.03.6321
5003582-47.2023.4.03.6126
5001649-15.2022.4.03.6113
0007690-92.2008.4.03.6301
0001671-78.2010.4.03.6114
5000944-30.2017.4.03.6133
0002301-28.2010.4.03.6311
0040264-10.1999.4.03.6100
0003464-61.2020.4.03.6321
5013898-37.2022.4.03.6100
0006673-16.2021.4.03.6317
0024050-45.2016.4.03.6100
0011359-06.2021.4.03.6332
5023569-84.2022.4.03.6100
5003713-36.2021.4.03.6144
5001961-34.2018.4.03.6144
5003173-85.2021.4.03.6144
5003068-11.2021.4.03.6144
5004303-13.2021.4.03.6144
5059702-07.2022.4.03.6301
5000471-33.2024.4.03.6122
5011446-03.2023.4.03.6332
5003488-58.2021.4.03.6324
0012034-59.2016.4.03.6100
0060511-19.2021.4.03.6301
5007200-78.2023.4.03.6100
5072757-88.2023.4.03.6301
5003055-53.2022.4.03.6119
5007880-33.2023.4.03.6304
5000476-67.2016.4.03.6144
5022105-25.2022.4.03.6100
0004572-10.2019.4.03.6306
5000143-42.2019.4.03.6102
0015385-51.2025.8.16.0014
1001048-97.2019.8.26.0361
0006106-66.2024.8.26.0606
1085699-96.2024.8.26.0002
2011645-17.2025.8.26.0000
0005768-24.2025.8.26.0100
1090898-77.2016.8.26.0100
0216859-94.2006.8.26.0100
1157965-15.2023.8.26.0100
0002640-54.2025.8.26.0016
0038240-06.2010.8.26.0100
1061490-12.2014.8.26.0100
0004369-72.2016.8.26.0100
1018216-09.2021.8.26.0405
0001706-30.2024.8.26.0405
0010777-04.2024.8.26.0002
0000502-59.2025.8.26.0002
1018109-17.2015.8.26.0003
0117549-13.2009.8.26.0003
1006455-52.2023.8.26.0003
1034492-55.2024.8.26.0003
1018641-78.2021.8.26.0003
0013580-88.2023.8.26.0003
0006465-11.2017.8.26.0008
0001734-25.2024.8.26.0008
1017886-14.2022.8.26.0005
1006602-43.2021.8.26.0005
1013533-27.2019.8.26.0007
0012853-93.2018.8.26.0007
1011475-17.2020.8.26.0007
0001797-51.2018.8.26.0108
1018809-72.2016.8.26.0224
1007732-88.2016.8.26.0152
1005682-55.2017.8.26.0152
1007494-13.2014.8.26.0161
0002762-20.2025.8.26.0161
1008836-54.2017.8.26.0161
5031543-75.2022.4.03.6100
5001874-23.2022.4.03.6311
5002010-78.2022.4.03.6130
5001224-87.2024.4.03.6316
5000767-21.2021.4.03.6135
5000388-92.2017.4.03.6144
5010667-16.2024.4.03.6105
0000198-55.2009.4.03.6126
5000939-96.2022.4.03.6144
5001789-08.2021.4.03.6332
5024750-23.2022.4.03.6100
0027585-07.2001.4.03.6100
5083822-80.2023.4.03.6301
5000052-98.2024.4.03.6126
5003575-90.2024.4.03.6103
5002891-19.2020.4.03.6100
5000732-58.2024.4.03.6102
5000727-95.2023.4.03.6126
5000164-62.2022.4.03.6312
0050995-09.2020.4.03.6301
0808445-05.2024.8.19.0203
0877723-20.2024.8.19.0001
212621
0015677-33.2023.8.26.0562
0008596-23.2024.8.26.0554
1018231-20.2020.8.26.0564
0051657-26.2009.8.26.0564
1028469-69.2018.8.26.0564
0010864-83.2013.8.26.0506
0039627-65.2024.8.26.0100
0036614-78.2012.8.26.0100
0060924-31.2024.8.26.0100
1056216-33.2015.8.26.0100
0001852-79.2025.8.26.0100
1073078-74.2018.8.26.0100
0004928-14.2025.8.26.0100
0131858-05.2010.8.26.0100
2101240-27.2025.8.26.0000
1000097-43.2024.8.26.0292
0016678-65.2009.8.26.0361
1008666-42.2015.8.26.0003
1031630-17.2024.8.26.0002
1033952-83.2019.8.26.0002
1007435-36.2022.8.26.0002
0041986-35.2017.8.26.0002
0006404-77.2022.8.26.0008
0007448-41.2016.8.26.0009
1012190-38.2015.8.26.0006
0004224-92.2025.8.26.0005
1032055-35.2024.8.26.0005
1000558-76.2019.8.26.0005
1000277-95.2020.8.26.0196
0001384-92.2012.5.02.0261
0001047-42.2008.4.03.6100
5018282-85.2023.4.03.6301
5018510-94.2022.4.03.6301
0032628-75.2008.4.03.6100
5004830-94.2023.4.03.6337
0012954-43.2010.4.03.6100
0000184-30.2011.4.03.6117
0004325-17.2009.4.03.6100
5001414-07.2021.4.03.6332
5000312-05.2016.4.03.6144
5002725-83.2019.4.03.6144
5000744-91.2023.4.03.6301
5025991-66.2021.4.03.6100
5011675-14.2022.4.03.6100
5000078-19.2020.4.03.6100
5012019-37.2023.4.03.6301
5003885-76.2022.4.03.6100
0016822-24.2013.4.03.6100
5004064-84.2021.4.03.6119
5004922-87.2022.4.03.6311
5031109-86.2022.4.03.6100
0014276-93.2013.4.03.6100
5011852-75.2022.4.03.6100
5001524-67.2019.4.03.6108
5012471-10.2019.4.03.6100
5007383-75.2021.4.03.6114
0001042-22.2011.4.03.6130
0803734-72.2024.8.19.0003
0123592-53.2025.3.00.0000
1000769-94.2019.5.02.0017
0004227-35.2000.4.03.6104
5001368-90.2021.4.03.6114
5000241-41.2021.4.03.6301
1022871-09.2014.8.26.0554
0020910-87.2020.8.26.0506
1008636-94.2022.8.26.0606
1005703-20.2018.8.26.0597
1503915-83.2022.8.26.0075
1008623-56.2019.8.26.0071
1021313-17.2017.8.26.0224
1028249-87.2019.8.26.0224
1020826-55.2022.8.26.0003
1013763-42.2023.8.26.0003
1058294-56.2022.8.26.0002
1011809-05.2021.8.26.0011
1001680-54.2025.8.26.0704
0007760-24.2019.8.26.0005
1007421212014826000602
1024757-25.2020.8.26.0007
0014793-59.2019.8.26.0007
0014570-33.2024.8.26.0007
0009729-15.2010.4.03.6100
0019508-28.2009.4.03.6100
0026861-56.2008.4.03.6100
5070620-36.2023.4.03.6301
5003315-56.2023.4.03.6100
0070779-35.2021.4.03.6301
0004848-85.2021.4.03.6301
0033511-22.2008.4.03.6100
5020291-54.2022.4.03.6301
5036503-53.2022.4.03.6301
5079355-58.2023.4.03.6301
5042622-30.2022.4.03.6301
5001498-30.2018.4.03.6100
5002245-64.2020.4.03.6114
5006555-63.2017.4.03.6100
0014217-76.2011.4.03.6100
5026594-76.2020.4.03.6100
0010675-26.2006.4.03.6100
0025954-47.2009.4.03.6100
5001423-66.2021.4.03.6332
0007636-95.2009.4.03.6106
0004162-49.2019.4.03.6306
5004338-16.2024.4.03.6128
5018537-69.2020.4.03.6100
5028763-44.2022.4.03.6301
5024832-20.2023.4.03.6100
5015887-44.2023.4.03.6100
5001788-23.2021.4.03.6332
5004388-17.2021.4.03.6332
5001352-64.2021.4.03.6332
5001413-22.2021.4.03.6332
5000585-54.2023.4.03.6106
5000503-17.2018.4.03.6100
5026029-15.2020.4.03.6100
0018255-63.2013.4.03.6100
5001120-84.2023.4.03.6331
0161629-43.2021.8.19.0001
0904462-30.2024.8.19.0001
1026002-49.2021.8.26.0100
1056004-07.2018.8.26.0100
0028093-66.2020.8.26.0100
1025261-38.2023.8.26.0100
1068815-23.2023.8.26.0100
0143935-17.2008.8.26.0100
1090066-34.2022.8.26.0100
0045647-72.2024.8.26.0100
1005941-83.2025.8.26.0309
1000169-67.2023.8.26.0291
1016302-08.2022.8.26.0361
0023403-36.2010.8.26.0361
1009285-19.2025.8.26.0068
1007390-21.2025.8.26.0004
1005250-96.2025.8.26.0009
1006852-19.2025.8.26.0011
1005639-90.2025.8.26.0006
1006398-48.2025.8.26.0008
1006405-40.2025.8.26.0008
1006402-85.2025.8.26.0008
0800198-80.2024.8.12.0057
0113419-83.2009.8.26.0001
1007698-57.2024.8.26.0565
1005322-72.2018.8.26.0577
1029317-29.2024.8.26.0602
0002796-77.1999.8.26.0590
1004972-07.2011.8.26.0100
0011278-18.2025.8.26.0100
0020543-78.2024.8.26.0100
0060921-76.2024.8.26.0100
1020714-57.2020.8.26.0100
1000990-38.2018.8.26.0100
0051711-84.2013.8.26.0100
1057576-95.2018.8.26.0100
1092632-29.2017.8.26.0100
1125398-91.2024.8.26.0100
1065696-88.2022.8.26.0100
1055655-57.2025.8.26.0100
1036219-88.2020.8.26.0100
0023273-33.2022.8.26.0100
2052285-62.2025.8.26.0000
2123766-85.2025.8.26.0000
1001666-11.2024.8.26.0541
0004720-67.2018.8.26.0361
1010579-59.2022.8.26.0344
1003424-74.2024.8.26.0363
0001812-68.2023.8.26.0003
1003002-54.2020.8.26.0003
0000749-91.2012.8.26.0003
1108676-19.2023.8.26.0002
1015632-50.2022.8.26.0011
0005615-90.2023.8.26.0704
0004764-90.2019.8.26.0704
1006061-18.2019.8.26.0704
0016946-35.2000.8.26.0006
1016235-41.2022.8.26.0006
0005992-92.2024.8.26.0068
0001401-64.2021.8.26.0045
1022722-62.2016.8.26.0224
1000821-30.2024.5.02.0433
5017489-70.2023.4.03.6100
0001102-07.2016.4.03.6134
5031265-40.2023.4.03.6100
5007944-67.2023.4.03.6102
5005884-30.2023.4.03.6100
5000144-66.2017.4.03.6144
5013967-14.2023.4.03.6301
5031559-63.2021.4.03.6100
5024836-67.2017.4.03.6100
5004455-79.2021.4.03.6332
5001784-83.2021.4.03.6332
0000364-58.2015.4.03.6100
0005850-29.2012.4.03.6100
5014037-28.2018.4.03.6100
5002128-11.2023.4.03.6133
5003973-56.2023.4.03.6108
5027902-55.2017.4.03.6100
5069350-74.2023.4.03.6301
5033416-89.2022.4.03.6301
5013342-35.2022.4.03.6100
5002189-22.2021.4.03.6332
5002198-81.2021.4.03.6332
5004330-14.2021.4.03.6332
5000997-37.2022.4.03.6100
0800242-50.2025.8.20.5131
0100571-37.2024.8.19.0000
0007278-03.2025.8.16.0019
1055878-10.2025.8.26.0100
1055875-55.2025.8.26.0100
1055895-46.2025.8.26.0100
1055902-38.2025.8.26.0100
1055827-96.2025.8.26.0100
1055824-44.2025.8.26.0100
1055849-57.2025.8.26.0100
1055822-74.2025.8.26.0100
1055756-94.2025.8.26.0100
2276242-45.2024.8.26.0000
1007058-50.2025.8.26.0361
1007053-28.2025.8.26.0361
0012899-97.2007.4.03.6100
5006706-53.2022.4.03.6100
5004465-26.2021.4.03.6332
5004609-97.2021.4.03.6332
0004048-64.2010.4.03.6100
5001099-30.2022.4.03.6336
5001875-76.2021.4.03.6332
5001087-83.2017.4.03.6144
5002960-74.2024.4.03.6144
5022265-89.2018.4.03.6100
5017571-04.2023.4.03.6100
5000565-90.2016.4.03.6144
5000245-76.2024.4.03.6106
5006314-55.2018.4.03.6100
5022437-26.2021.4.03.6100
5019963-24.2017.4.03.6100
5000667-21.2020.4.03.6129
5023000-20.2021.4.03.6100
5020668-12.2023.4.03.6100
5005593-56.2021.4.03.6114
5004677-58.2022.4.03.6317
5007433-06.2022.4.03.6102
5025853-07.2018.4.03.6100
0222896-68.1980.4.03.6100
5046470-25.2022.4.03.6301
5000024-21.2024.4.03.6130
0025647-05.2025.8.16.0000
0004396-07.2009.4.03.6104
2082724-90.2024.8.26.0000
0031461-23.2008.4.03.6100
0006051-89.2010.4.03.6100
5027315-36.2022.4.03.6301
5029415-48.2023.4.03.6100
5025260-36.2022.4.03.6100
5015436-19.2023.4.03.6100
5003258-72.2022.4.03.6100
5042712-38.2022.4.03.6301
5028641-86.2021.4.03.6100
5007891-29.2022.4.03.6100
5005163-31.2023.4.03.6342
5016206-46.2022.4.03.6100
5004414-15.2021.4.03.6332
5002614-31.2021.4.03.6144
0009872-91.2016.4.03.6100
0028572-96.2008.4.03.6100
5020173-65.2023.4.03.6100
0018876-02.2009.4.03.6100
5012184-42.2022.4.03.6100
5038729-31.2022.4.03.6301
5035370-73.2022.4.03.6301
5015019-49.2023.4.03.6332
5012557-22.2023.4.03.6332
5006343-08.2018.4.03.6100
0021056-65.2011.4.03.6182
5004669-18.2022.4.03.6338
0069326-05.2021.4.03.6301
5012840-75.2022.4.03.6301
1012614-25.2014.8.26.0068
1001078-31.2024.8.26.0047
0001579-37.2024.8.26.0003
1011011-29.2025.8.26.0003
1020792-46.2023.8.26.0003
1012141-69.2016.8.26.0003
0005727-91.2024.8.26.0003
1003415-88.2025.8.26.0004
0010809-97.2024.8.26.0005
1003391-57.2025.8.26.0005
0028120-98.2010.8.26.0003
1014145-70.2025.8.26.0001
1038572-49.2016.8.26.0001
1014131-86.2025.8.26.0001
1033134-24.2025.8.26.0002
1033124-77.2025.8.26.0002
0005797-53.2020.8.26.0002
0007303-71.2019.8.26.0011
0001387-83.2024.8.26.0010
1002598-24.2016.8.26.0009
0006596-37.2023.8.26.0020
1002970-45.2017.8.26.0006
1013249-56.2018.8.26.0006
1001446-76.2018.8.26.0006
0003942-61.2019.8.26.0006
0007215-35.2025.8.26.0007
0003154-40.2025.8.26.0005
1022999-56.2016.8.26.0005
1001045-12.2020.8.26.0005
0002640-84.2025.8.26.0006
1001481-59.2020.8.26.0008
0006398-02.2024.8.26.0008
1014634-91.2022.8.26.0008
1011873-39.2021.8.26.0100
1090266-41.2022.8.26.0100
1059566-92.2016.8.26.0100
0002738-54.2020.8.26.0100
0042918-49.2019.8.26.0100
1138587-20.2016.8.26.0100
1069702-17.2017.8.26.0100
0017270-57.2025.8.26.0100
1185850-67.2024.8.26.0100
0160414-46.2012.8.26.0100
0002243-34.2025.8.26.0100
0059421-19.2017.8.26.0100
0061878-77.2024.8.26.0100
1063226-84.2022.8.26.0100
0041204-35.2011.8.26.0100
1052235-25.2017.8.26.0100
0008815-31.2010.8.26.0100
1132473-02.2015.8.26.0100
1046965-88.2015.8.26.0100
0000954-71.2021.8.26.0564
0003607-54.2021.8.26.0529
1004111-64.2025.8.26.0606
0021429-37.2006.8.26.0576
1008559-93.2014.8.26.0597
1000479-90.2025.8.26.0586
1005762-49.2023.8.26.0268
0002599-77.2025.8.26.0278
0000780-35.2025.8.26.0366
0000373-14.2022.8.26.0405
0007947-14.2021.8.26.0344
1000655-75.2024.5.02.0472
5006128-72.2018.4.03.6119
5001922-52.2022.4.03.6126
5033348-42.2022.4.03.6301
5078820-32.2023.4.03.6301
2282236-88.2023.8.26.0000
2192883
0800104-35.2024.8.12.0057
0800111-27.2024.8.12.0057
0800510-56.2024.8.12.0057
2913035
1097586-50.2019.8.26.0100
1081674-47.2018.8.26.0100
1076397-79.2020.8.26.0100
0020591-37.2024.8.26.0100
1117030-11.2015.8.26.0100
0155595-71.2009.8.26.0100
1128447-48.2021.8.26.0100
0113803-21.2001.8.26.0100
1117805-89.2016.8.26.0100
1006142-66.2025.8.26.0021
0001282-65.2004.8.26.0024
1000277-87.2025.8.26.0045
0020763-92.2024.8.26.0224
0018565-19.2023.8.26.0224
1004927-28.2025.8.26.0127
1000276-06.2023.8.26.0132
1003685-82.2023.8.26.0554
1040061-80.2024.8.26.0506
1010197-22.2023.8.26.0606
0012767-52.2010.8.26.0606
1004026-69.2025.8.26.0609
1006587-29.2021.8.26.0602
2361726-28.2024.8.26.0000
2140370-58.2024.8.26.0000
2374071-26.2024.8.26.0000
0024019772023826022450000
2017938372024826000050000
2058682-40.2025.8.26.0000
1012165-13.2020.8.26.0309
0010086-14.2023.8.26.0361
0023147-64.2012.8.26.0348
0027753-51.2018.8.26.0405
1027753-58.2023.8.26.0405
1004319-69.2025.8.26.0405
1017386-48.2018.8.26.0405
1086729-06.2023.8.26.0002
1033140-31.2025.8.26.0002
1024816-86.2024.8.26.0002
1066139-52.2016.8.26.0002
1086934-98.2024.8.26.0002
1013852-21.2021.8.26.0008
0022254-09.2024.8.26.0007
0020229-57.2023.8.26.0007
0005022-26.2020.8.26.0006
0009134-70.2013.8.26.0010
0122606-12.2009.8.26.0003
0010300-85.2018.8.26.0003
4001397572013826000601
1000846-43.2024.5.02.0433
5011106-55.2023.4.03.6301
0003584-80.2010.4.03.6119
